Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
365206,Hospitalisation,2016,February,Saturday,17,Angle,Multi-Vehicle,153.110638969882,-27.9037214569824,Beaudesert - Beenleigh Rd,Mundoolun Connection Rd,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,S,0,2,0,0,2,1,1,0,0,0,0,0
365207,Fatal,2016,March,Tuesday,20,Hit pedestrian,Hit pedestrian,153.114303969868,-27.9006904573278,Beaudesert - Beenleigh Rd,Unknown,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Clear,Darkness - Not lighted,Curved - view obscured,Grade,5.0,Ped'N: Hit Walking With Traffic,Pedestrian,S,1,0,0,0,1,1,0,0,0,0,1,0
365208,Medical treatment,2016,March,Thursday,13,Rear-end,Multi-Vehicle,153.114560969883,-27.900359457351,Beaudesert - Beenleigh Rd,Palomino Rd,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,303.0,Veh'S Same Direction: Right Rear,Rear-end,N,0,0,1,1,2,2,0,0,0,0,0,0
365209,Medical treatment,2016,March,Sunday,11,Sideswipe,Multi-Vehicle,153.116045970309,-27.8957474574644,Beaudesert - Beenleigh Rd,Unknown,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,N,0,0,1,0,1,1,0,0,0,1,0,0
365210,Hospitalisation,2016,March,Friday,10,Head-on,Multi-Vehicle,153.11887493307,-28.1842594600114,Lamington National Park Rd,Unknown,Lamington National Park Road,Cainbable,Scenic Rim Region,4285,Canungra,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,201.0,Veh'S Opposite Approach: Head On,Head-on,S,0,1,0,0,1,1,0,0,0,1,0,0
365211,Hospitalisation,2016,May,Sunday,4,Angle,Multi-Vehicle,153.136301962637,-27.9384574598415,Biddaddaba Rd,Mundoolun Connection Rd,Mundoolun Connection Road,Boyland,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,102.0,Veh'S Adjacent Approach: Right-Thru,Intersection from adjacent approaches,N,0,1,0,0,1,1,1,0,0,0,0,0
365212,Medical treatment,2016,June,Wednesday,14,Hit object,Single Vehicle,153.115887970231,-27.8964954574544,Beaudesert - Beenleigh Rd,Unknown,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201.0,Veh'S Opposite Approach: Head On,Head-on,N,0,0,3,0,3,2,0,0,0,0,0,0
365213,Medical treatment,2016,July,Tuesday,2,Hit object,Single Vehicle,153.089094964384,-27.9652794552966,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Tabragalba,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Fog,Darkness - Not lighted,Straight,Grade,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,0,1,0,1,1,0,0,0,0,0,0
365214,Hospitalisation,2016,July,Saturday,15,Head-on,Multi-Vehicle,153.202695945154,-28.0180874671696,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Raining,Daylight,Curved - view obscured,Grade,201.0,Veh'S Opposite Approach: Head On,Head-on,E,0,2,0,0,2,3,0,0,0,0,0,0
365215,Minor injury,2016,September,Thursday,11,Fall from vehicle,Single Vehicle,153.118438967103,-27.9188114578867,Mundoolun Connection Rd,Unknown,Mundoolun Connection Road,Boyland,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,801.0,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,S,0,0,0,1,1,0,3,0,0,0,0,0
365216,Hospitalisation,2016,October,Tuesday,9,Rear-end,Multi-Vehicle,153.175455948675,-28.013967464385,Tamborine Mountain Rd,Unknown,Tamborine Mountain Road,Canungra,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301.0,Veh'S Same Direction: Rear End,Rear-end,S,0,1,0,0,1,2,0,0,0,0,0,0
365217,Hospitalisation,2016,October,Monday,17,Hit object,Single Vehicle,153.121442972927,-27.8706094578107,Sonny Kibble Pl,Waterford - Tamborine Rd,Waterford - Tamborine Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,607.0,Veh'S On Path: Temporary Object On C'Way,Other,N,0,1,0,0,1,0,0,1,0,0,0,0
365218,Hospitalisation,2016,October,Sunday,9,Fall from vehicle,Single Vehicle,153.135987925205,-28.2307184620997,Lamington National Park Rd,Unknown,,Oreilly,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,Not coded,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,805.0,Off Path-Curve: Out Of Control On Cway,Out of control on curve,U,0,1,0,0,1,1,0,0,0,1,0,0
365219,Hospitalisation,2016,December,Friday,21,Hit object,Single Vehicle,153.148909896979,-28.0889561592935,Upper Coomera Rd,Unknown,,Illinbah,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,804.0,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,N,0,1,0,0,1,1,0,0,0,0,0,0
365220,Hospitalisation,2016,December,Wednesday,5,Overturned,Single Vehicle,153.218265944106,-28.0129274687036,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Dip,803.0,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,1,0,0,0,0,0,0
365221,Hospitalisation,2017,January,Saturday,12,Hit object,Single Vehicle,153.11591897024,-27.8963934574567,Beaudesert - Beenleigh Rd,Unknown,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Grade,607.0,Veh'S On Path: Temporary Object On C'Way,Other,S,0,1,1,0,2,1,0,0,0,0,0,0
365222,Hospitalisation,2017,February,Monday,8,Head-on,Multi-Vehicle,153.157902950692,-28.0132704626076,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Canungra,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Crest,201.0,Veh'S Opposite Approach: Head On,Head-on,E,0,1,0,1,2,2,0,0,0,0,0,0
365223,Medical treatment,2017,February,Saturday,13,Angle,Multi-Vehicle,153.178821962844,-27.9004664638338,Cedar Creek Falls Rd,Tamborine Mountain Rd,Tamborine Mountain Road,Tamborine Mountain,Scenic Rim Region,4272,North Tamborine,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,N,0,0,1,0,1,2,0,0,0,0,0,0
365224,Hospitalisation,2017,March,Saturday,22,Hit object,Single Vehicle,153.115087934087,-28.1796034595934,Lamington National Park Rd,Unknown,Lamington National Park Road,Cainbable,Scenic Rim Region,4285,Canungra,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,803.0,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,N,0,1,0,1,2,1,0,0,0,0,0,0
365225,Fatal,2017,March,Sunday,5,Hit object,Single Vehicle,153.148641812122,-27.8928041657273,Tamborine Mountain Rd,Unknown,Tamborine Mountain Road,Tamborine,Scenic Rim Region,4270,North Tamborine,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Dawn/Dusk,Curved - view obscured,Crest,803.0,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,W,1,3,0,0,4,1,0,0,0,0,0,0
365226,Hospitalisation,2017,March,Sunday,16,Overturned,Single Vehicle,153.095985935302,-28.1866234577245,Duck Ck Rd,Unknown,,Cainbable,Scenic Rim Region,4285,Canungra,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Unsealed - Wet,Raining,Daylight,Straight,Level,702.0,Off Path-Straight: Right Off Cway,Off carriageway on straight,W,0,1,2,0,3,1,0,0,0,0,0,0
365227,Minor injury,2017,April,Monday,16,Sideswipe,Multi-Vehicle,153.182012364284,-27.9099308332304,Tamborine Mountain Rd,Unknown,Tamborine Mountain Road,Tamborine Mountain,Scenic Rim Region,4272,North Tamborine,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,201.0,Veh'S Opposite Approach: Head On,Head-on,N,0,0,0,1,1,2,0,0,0,0,0,0
365228,Hospitalisation,2017,April,Saturday,7,Fall from vehicle,Single Vehicle,153.204200945161,-28.0167444673112,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Clear,Daylight,Curved - view obscured,Crest,201.0,Veh'S Opposite Approach: Head On,Head-on,W,0,1,0,0,1,1,1,0,0,0,0,0
365229,Hospitalisation,2017,April,Friday,18,Angle,Multi-Vehicle,153.132926968594,-27.8947284591577,Leach Rd,Palomino Rd,,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,Locally-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,N,0,1,0,0,1,1,1,0,0,0,0,0
365230,Minor injury,2017,May,Tuesday,6,Angle,Multi-Vehicle,153.110638969882,-27.9037214569824,Beaudesert - Beenleigh Rd,Mundoolun Connection Rd,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,W,0,0,0,1,1,2,0,0,0,0,0,0
365231,Hospitalisation,2017,June,Friday,16,Angle,Multi-Vehicle,153.110638969882,-27.9037214569824,Beaudesert - Beenleigh Rd,Mundoolun Connection Rd,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104.0,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,S,0,2,2,0,4,2,0,0,0,0,0,0
365232,Hospitalisation,2017,June,Sunday,11,Sideswipe,Multi-Vehicle,153.197516937629,-28.0811124671403,Beechmont Rd,Unknown,Beechmont Road,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,500.0,Veh'S Overtaking: Other,Other,S,0,1,0,0,1,0,2,0,0,0,0,0
365233,Hospitalisation,2017,June,Sunday,9,Hit object,Single Vehicle,153.204302342155,-28.0167068733212,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Raining,Daylight,Curved - view obscured,Grade,804.0,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,W,0,1,0,0,1,1,0,0,0,0,0,0
365234,Minor injury,2017,June,Friday,22,Angle,Multi-Vehicle,153.171797948083,-28.0217144640764,Beaudesert - Nerang Rd,Darlington Range Rd,Beaudesert - Nerang Road,Canungra,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Not lighted,Curved - view open,Grade,202.0,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,E,0,0,0,1,1,2,0,0,0,0,0,0
365235,Hospitalisation,2017,June,Sunday,8,Hit object,Single Vehicle,153.181967944683,-28.0395104652431,Beechmont Rd,Millie Ct,,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Level,804.0,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,S,0,1,0,0,1,0,1,0,0,0,0,0
365236,Medical treatment,2017,July,Thursday,7,Rear-end,Multi-Vehicle,153.110638969882,-27.9037214569824,Beaudesert - Beenleigh Rd,Mundoolun Connection Rd,Beaudesert - Beenleigh Road,Tamborine,Scenic Rim Region,4270,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,302.0,Veh'S Same Direction: Left Rear,Rear-end,S,0,0,1,0,1,2,0,0,0,0,0,0
365237,Medical treatment,2017,July,Monday,12,Head-on,Multi-Vehicle,153.196580936254,-28.0926204671359,Beechmont Rd,Unknown,,Beechmont,Scenic Rim Region,4211,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201.0,Veh'S Opposite Approach: Head On,Head-on,S,0,0,2,0,2,1,1,0,0,0,0,0
365238,Fatal,2017,July,Monday,11,Hit object,Single Vehicle,153.156963952517,-27.9998354624074,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Canungra,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704.0,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,S,1,0,0,0,1,1,0,0,0,0,0,0
365239,Hospitalisation,2017,July,Sunday,17,Angle,Multi-Vehicle,153.136301962637,-27.9384574598415,Biddaddaba Rd,Mundoolun Connection Rd,Mundoolun Connection Road,Boyland,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,102.0,Veh'S Adjacent Approach: Right-Thru,Intersection from adjacent approaches,E,0,1,0,0,1,2,0,0,0,0,0,0
365240,Hospitalisation,2017,August,Sunday,10,Hit object,Single Vehicle,153.131435959903,-27.9640104595515,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Biddaddaba,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,70 km/h,Unsealed - Dry,Clear,Daylight,Straight,Grade,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,N,0,1,0,0,1,1,0,0,0,0,0,0
365241,Minor injury,2017,August,Sunday,19,Hit object,Single Vehicle,153.082582964534,-27.969705454676,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Tabragalba,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Crest,703.0,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,S,0,0,0,1,1,1,0,0,0,0,0,0
365242,Medical treatment,2017,September,Thursday,11,Overturned,Single Vehicle,153.120097949689,-28.0535674591112,Lamington National Park Rd,Unknown,Lamington National Park Road,Canungra,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,801.0,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,N,0,0,1,0,1,1,0,0,0,0,0,0
365243,Hospitalisation,2017,October,Tuesday,7,Head-on,Multi-Vehicle,153.204445945112,-28.0169137673373,Beaudesert - Nerang Rd,Unknown,Beaudesert - Nerang Road,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Grade,201.0,Veh'S Opposite Approach: Head On,Head-on,W,0,2,0,0,2,2,0,0,0,0,0,0
365244,Hospitalisation,2017,October,Sunday,9,Head-on,Multi-Vehicle,153.200323931934,-28.1230130677523,Beechmont Rd,Unknown,Beechmont Road,Beechmont,Scenic Rim Region,4211,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Daylight,Curved - view obscured,Level,201.0,Veh'S Opposite Approach: Head On,Head-on,E,0,2,0,0,2,2,0,0,0,0,0,0
